,Week,Day (Str),Time Slot,Team 1,Team 2,Location
0,0,Fri.,0,Amherst College,Connecticut College,Amherst College
1,0,Fri.,1,Williams College,Wesleyan University,Amherst College
2,0,Sat.,2,Williams College,Connecticut College,Amherst College
3,0,Sat.,3,Amherst College,Trinity College,Amherst College
4,0,Sat.,4,Amherst College,Wesleyan University,Amherst College
5,0,Sat.,5,Williams College,Trinity College,Amherst College
6,0,Fri.,0,Bates College,Middlebury College,Bates College
7,0,Fri.,1,Bowdoin College,Tufts University,Bates College
8,0,Sat.,2,Bates College,Tufts University,Bates College
9,0,Sat.,3,Colby College,Middlebury College,Bates College
10,0,Sat.,4,Bowdoin College,Middlebury College,Bates College
11,0,Sat.,5,Colby College,Tufts University,Bates College
12,1,Fri.,0,Connecticut College,Wesleyan University,Connecticut College
13,1,Sat.,1,Trinity College,Wesleyan University,Connecticut College
14,1,Sat.,2,Connecticut College,Trinity College,Connecticut College
15,1,Fri.,0,Hamilton College,Colby College,Hamilton College
16,1,Sat.,1,Hamilton College,Bates College,Hamilton College
17,1,Sat.,2,Hamilton College,Bowdoin College,Hamilton College
18,1,Fri.,0,Middlebury College,Amherst College,Tufts University
19,1,Fri.,1,Tufts University,Williams College,Tufts University
20,1,Sat.,2,Tufts University,Amherst College,Tufts University
21,1,Sat.,3,Middlebury College,Williams College,Tufts University
22,2,Fri.,0,Bowdoin College,Amherst College,Bowdoin College
23,2,Fri.,1,Bates College,Williams College,Bowdoin College
24,2,Sat.,2,Colby College,Williams College,Bowdoin College
25,2,Sat.,3,Bowdoin College,Williams College,Bowdoin College
26,2,Sat.,4,Colby College,Amherst College,Bowdoin College
27,2,Sat.,5,Bates College,Amherst College,Bowdoin College
28,2,Fri.,0,Wesleyan University,Hamilton College,Connecticut College
29,2,Sat.,1,Trinity College,Hamilton College,Connecticut College
30,2,Sat.,2,Connecticut College,Hamilton College,Connecticut College
31,2,Sat.,0,Middlebury College,Tufts University,Middlebury College
32,3,Sat.,0,Middlebury College,Hamilton College,Middlebury College
33,3,Sat.,1,Tufts University,Hamilton College,Middlebury College
34,3,Fri.,0,Connecticut College,Bates College,Trinity College
35,3,Fri.,1,Trinity College,Colby College,Trinity College
36,3,Fri.,2,Wesleyan University,Bowdoin College,Trinity College
37,3,Sat.,3,Wesleyan University,Bates College,Trinity College
38,3,Sat.,4,Trinity College,Bowdoin College,Trinity College
39,3,Sat.,5,Connecticut College,Colby College,Trinity College
40,3,Sat.,6,Connecticut College,Bowdoin College,Trinity College
41,3,Sat.,7,Wesleyan University,Colby College,Trinity College
42,3,Sat.,8,Trinity College,Bates College,Trinity College
43,3,Sat.,0,Williams College,Amherst College,Williams College
44,4,Fri.,0,Bowdoin College,Colby College,Colby College
45,4,Sat.,1,Bates College,Colby College,Colby College
46,4,Sat.,2,Bowdoin College,Bates College,Colby College
47,4,Fri.,0,Wesleyan University,Tufts University,Wesleyan University
48,4,Fri.,1,Trinity College,Middlebury College,Wesleyan University
49,4,Sat.,2,Connecticut College,Middlebury College,Wesleyan University
50,4,Sat.,3,Wesleyan University,Middlebury College,Wesleyan University
51,4,Sat.,4,Connecticut College,Tufts University,Wesleyan University
52,4,Sat.,5,Trinity College,Tufts University,Wesleyan University
53,4,Sat.,0,Amherst College,Hamilton College,Williams College
54,4,Sat.,1,Williams College,Hamilton College,Williams College
