,Week,Day (Str),Time Slot,Team 1,Team 2,Location
33,1,Fri.,2,Colby College,Connecticut College,Connecticut College
34,1,Sat.,4,Colby College,Wesleyan University,Connecticut College
35,1,Sat.,7,Colby College,Trinity College,Connecticut College
36,2,Fri.,0,Colby College,Bowdoin College,Colby College
37,2,Sat.,2,Colby College,Bates College,Colby College
38,3,Fri.,0,Colby College,Tufts University,Bowdoin College
39,4,Fri.,0,Colby College,Hamilton College,Bowdoin College
40,0,Fri.,0,Connecticut College,Trinity College,Trinity College
41,0,Sat.,2,Connecticut College,Wesleyan University,Trinity College
42,1,Fri.,2,Connecticut College,Colby College,Connecticut College
43,1,Sat.,3,Connecticut College,Bates College,Connecticut College
44,1,Sat.,8,Connecticut College,Bowdoin College,Connecticut College
45,2,Sat.,1,Connecticut College,Tufts University,Wesleyan University
46,3,Sat.,1,Connecticut College,Hamilton College,Wesleyan University
47,4,Fri.,1,Connecticut College,Middlebury College,Amherst College
48,4,Sat.,6,Connecticut College,Williams College,Amherst College
49,4,Sat.,8,Connecticut College,Amherst College,Amherst College
50,0,Sat.,0,Hamilton College,Tufts University,Hamilton College
51,2,Fri.,0,Hamilton College,Amherst College,Williams College
52,2,Sat.,1,Hamilton College,Williams College,Williams College
53,2,Sat.,2,Hamilton College,Middlebury College,Williams College
54,3,Fri.,0,Hamilton College,Trinity College,Wesleyan University
55,3,Sat.,1,Hamilton College,Connecticut College,Wesleyan University
56,3,Sat.,2,Hamilton College,Wesleyan University,Wesleyan University
57,4,Fri.,0,Hamilton College,Colby College,Bowdoin College
58,4,Sat.,1,Hamilton College,Bowdoin College,Bowdoin College
59,4,Sat.,2,Hamilton College,Bates College,Bowdoin College
60,0,Fri.,1,Middlebury College,Bowdoin College,Bates College
61,0,Sat.,4,Middlebury College,Bates College,Bates College
62,0,Sat.,5,Middlebury College,Colby College,Bates College
63,1,Fri.,0,Middlebury College,Tufts University,Tufts University
64,2,Sat.,2,Middlebury College,Hamilton College,Williams College
65,3,Fri.,0,Middlebury College,Williams College,Middlebury College
66,3,Sat.,1,Middlebury College,Amherst College,Middlebury College
67,4,Fri.,1,Middlebury College,Connecticut College,Amherst College
68,4,Sat.,5,Middlebury College,Trinity College,Amherst College
69,4,Sat.,7,Middlebury College,Wesleyan University,Amherst College
70,0,Fri.,0,Trinity College,Connecticut College,Trinity College
71,0,Sat.,1,Trinity College,Wesleyan University,Trinity College
72,1,Fri.,1,Trinity College,Bates College,Connecticut College
73,1,Sat.,5,Trinity College,Bowdoin College,Connecticut College
74,1,Sat.,7,Trinity College,Colby College,Connecticut College
75,2,Sat.,2,Trinity College,Tufts University,Wesleyan University
76,3,Fri.,0,Trinity College,Hamilton College,Wesleyan University
77,4,Fri.,0,Trinity College,Williams College,Amherst College
78,4,Sat.,3,Trinity College,Amherst College,Amherst College
79,4,Sat.,5,Trinity College,Middlebury College,Amherst College
80,0,Sat.,0,Tufts University,Hamilton College,Hamilton College
81,1,Fri.,0,Tufts University,Middlebury College,Tufts University
82,1,Sat.,1,Tufts University,Amherst College,Tufts University
83,1,Sat.,2,Tufts University,Williams College,Tufts University
84,2,Fri.,0,Tufts University,Wesleyan University,Wesleyan University
85,2,Sat.,1,Tufts University,Connecticut College,Wesleyan University
86,2,Sat.,2,Tufts University,Trinity College,Wesleyan University
87,3,Fri.,0,Tufts University,Colby College,Bowdoin College
88,3,Sat.,1,Tufts University,Bowdoin College,Bowdoin College
89,3,Sat.,2,Tufts University,Bates College,Bowdoin College
90,0,Sat.,1,Wesleyan University,Trinity College,Trinity College
91,0,Sat.,2,Wesleyan University,Connecticut College,Trinity College
92,1,Fri.,0,Wesleyan University,Bowdoin College,Connecticut College
93,1,Sat.,4,Wesleyan University,Colby College,Connecticut College
94,1,Sat.,6,Wesleyan University,Bates College,Connecticut College
95,2,Fri.,0,Wesleyan University,Tufts University,Wesleyan University
96,3,Sat.,2,Wesleyan University,Hamilton College,Wesleyan University
97,4,Fri.,2,Wesleyan University,Amherst College,Amherst College
98,4,Sat.,4,Wesleyan University,Williams College,Amherst College
99,4,Sat.,7,Wesleyan University,Middlebury College,Amherst College
100,0,Fri.,2,Williams College,Colby College,Bates College
101,0,Sat.,6,Williams College,Bowdoin College,Bates College
102,0,Sat.,8,Williams College,Bates College,Bates College
103,1,Sat.,2,Williams College,Tufts University,Tufts University
104,2,Sat.,1,Williams College,Hamilton College,Williams College
105,3,Fri.,0,Williams College,Middlebury College,Middlebury College
106,3,Sat.,2,Williams College,Amherst College,Middlebury College
107,4,Fri.,0,Williams College,Trinity College,Amherst College
108,4,Sat.,4,Williams College,Wesleyan University,Amherst College
109,4,Sat.,6,Williams College,Connecticut College,Amherst College
