,Week,Day (Str),Time Slot,Team 1,Team 2,Location
0,0,Fri.,0,Bates College,Trinity College,Bowdoin College
1,0,Fri.,1,Colby College,Amherst College,Bowdoin College
2,0,Sat.,2,Bowdoin College,Amherst College,Bowdoin College
3,0,Sat.,3,Bates College,Amherst College,Bowdoin College
4,0,Sat.,4,Colby College,Trinity College,Bowdoin College
5,0,Sat.,5,Bowdoin College,Trinity College,Bowdoin College
6,0,Fri.,0,Hamilton College,Middlebury College,Hamilton College
7,0,Sat.,1,Williams College,Hamilton College,Hamilton College
8,0,Sat.,2,Williams College,Middlebury College,Hamilton College
9,0,Sat.,0,Connecticut College,Tufts University,Wesleyan University
10,0,Sat.,1,Wesleyan University,Tufts University,Wesleyan University
11,1,Fri.,0,Bates College,Bowdoin College,Colby College
12,1,Sat.,1,Bates College,Colby College,Colby College
13,1,Sat.,2,Colby College,Bowdoin College,Colby College
14,1,Sat.,0,Tufts University,Trinity College,Tufts University
15,1,Sat.,1,Tufts University,Amherst College,Tufts University
16,1,Fri.,0,Williams College,Wesleyan University,Williams College
17,1,Fri.,1,Hamilton College,Connecticut College,Williams College
18,1,Sat.,2,Middlebury College,Connecticut College,Williams College
19,1,Sat.,3,Hamilton College,Wesleyan University,Williams College
20,1,Sat.,4,Middlebury College,Wesleyan University,Williams College
21,1,Sat.,5,Williams College,Connecticut College,Williams College
22,2,Fri.,0,Amherst College,Hamilton College,Amherst College
23,2,Fri.,1,Trinity College,Middlebury College,Amherst College
24,2,Sat.,2,Amherst College,Williams College,Amherst College
25,2,Sat.,3,Trinity College,Williams College,Amherst College
26,2,Sat.,4,Trinity College,Hamilton College,Amherst College
27,2,Sat.,5,Amherst College,Middlebury College,Amherst College
28,2,Fri.,0,Colby College,Tufts University,Bates College
29,2,Sat.,1,Bates College,Tufts University,Bates College
30,2,Sat.,2,Bowdoin College,Tufts University,Bates College
31,2,Sat.,0,Connecticut College,Wesleyan University,Wesleyan University
32,3,Fri.,0,Connecticut College,Bates College,Connecticut College
33,3,Fri.,1,Wesleyan University,Bowdoin College,Connecticut College
34,3,Sat.,2,Connecticut College,Colby College,Connecticut College
35,3,Sat.,3,Wesleyan University,Colby College,Connecticut College
36,3,Sat.,4,Connecticut College,Bowdoin College,Connecticut College
37,3,Sat.,5,Wesleyan University,Bates College,Connecticut College
38,3,Sat.,0,Trinity College,Amherst College,Trinity College
39,3,Fri.,0,Hamilton College,Tufts University,Williams College
40,3,Sat.,1,Middlebury College,Tufts University,Williams College
41,3,Sat.,2,Williams College,Tufts University,Williams College
42,4,Fri.,0,Williams College,Bowdoin College,Middlebury College
43,4,Fri.,1,Hamilton College,Colby College,Middlebury College
44,4,Fri.,2,Middlebury College,Bates College,Middlebury College
45,4,Sat.,3,Williams College,Colby College,Middlebury College
46,4,Sat.,4,Williams College,Bates College,Middlebury College
47,4,Sat.,5,Hamilton College,Bowdoin College,Middlebury College
48,4,Sat.,6,Hamilton College,Bates College,Middlebury College
49,4,Sat.,7,Middlebury College,Bowdoin College,Middlebury College
50,4,Sat.,8,Middlebury College,Colby College,Middlebury College
51,4,Fri.,0,Trinity College,Connecticut College,Trinity College
52,4,Fri.,1,Amherst College,Wesleyan University,Trinity College
53,4,Sat.,2,Trinity College,Wesleyan University,Trinity College
54,4,Sat.,3,Amherst College,Connecticut College,Trinity College
