,Week,Day (Str),Time Slot,Team 1,Team 2,Location
0,0,Fri.,0,Colby College,Middlebury College,Colby College
1,0,Fri.,1,Bates College,Hamilton College,Colby College
2,0,Sat.,2,Colby College,Hamilton College,Colby College
3,0,Sat.,3,Bowdoin College,Middlebury College,Colby College
4,0,Sat.,4,Bowdoin College,Hamilton College,Colby College
5,0,Sat.,5,Bates College,Middlebury College,Colby College
6,0,Sat.,0,Tufts University,Amherst College,Tufts University
7,0,Fri.,0,Williams College,Trinity College,Williams College
8,0,Sat.,1,Williams College,Wesleyan University,Williams College
9,0,Sat.,2,Williams College,Connecticut College,Williams College
10,1,Fri.,0,Tufts University,Trinity College,Amherst College
11,1,Fri.,1,Amherst College,Connecticut College,Amherst College
12,1,Sat.,2,Amherst College,Trinity College,Amherst College
13,1,Sat.,3,Amherst College,Wesleyan University,Amherst College
14,1,Sat.,4,Tufts University,Connecticut College,Amherst College
15,1,Sat.,5,Tufts University,Wesleyan University,Amherst College
16,1,Fri.,0,Bowdoin College,Williams College,Bowdoin College
17,1,Sat.,1,Colby College,Williams College,Bowdoin College
18,1,Sat.,2,Bates College,Williams College,Bowdoin College
19,1,Sat.,0,Hamilton College,Middlebury College,Hamilton College
20,2,Fri.,0,Colby College,Tufts University,Bowdoin College
21,2,Fri.,1,Bowdoin College,Amherst College,Bowdoin College
22,2,Sat.,2,Bates College,Amherst College,Bowdoin College
23,2,Sat.,3,Colby College,Amherst College,Bowdoin College
24,2,Sat.,4,Bates College,Tufts University,Bowdoin College
25,2,Sat.,5,Bowdoin College,Tufts University,Bowdoin College
26,2,Fri.,0,Connecticut College,Wesleyan University,Connecticut College
27,2,Sat.,1,Connecticut College,Trinity College,Connecticut College
28,2,Sat.,2,Trinity College,Wesleyan University,Connecticut College
29,2,Sat.,0,Hamilton College,Williams College,Hamilton College
30,2,Sat.,1,Middlebury College,Williams College,Hamilton College
31,3,Fri.,0,Colby College,Bowdoin College,Bates College
32,3,Sat.,1,Bowdoin College,Bates College,Bates College
33,3,Sat.,2,Colby College,Bates College,Bates College
34,3,Sat.,0,Amherst College,Williams College,Tufts University
35,3,Sat.,1,Tufts University,Williams College,Tufts University
36,3,Fri.,0,Wesleyan University,Hamilton College,Wesleyan University
37,3,Fri.,1,Trinity College,Middlebury College,Wesleyan University
38,3,Sat.,2,Trinity College,Hamilton College,Wesleyan University
39,3,Sat.,3,Connecticut College,Hamilton College,Wesleyan University
40,3,Sat.,4,Wesleyan University,Middlebury College,Wesleyan University
41,3,Sat.,5,Connecticut College,Middlebury College,Wesleyan University
42,4,Fri.,0,Hamilton College,Amherst College,Middlebury College
43,4,Fri.,1,Middlebury College,Tufts University,Middlebury College
44,4,Sat.,2,Hamilton College,Tufts University,Middlebury College
45,4,Sat.,3,Middlebury College,Amherst College,Middlebury College
46,4,Fri.,0,Connecticut College,Bates College,Trinity College
47,4,Fri.,1,Trinity College,Colby College,Trinity College
48,4,Fri.,2,Wesleyan University,Bowdoin College,Trinity College
49,4,Sat.,3,Wesleyan University,Colby College,Trinity College
50,4,Sat.,4,Trinity College,Bowdoin College,Trinity College
51,4,Sat.,5,Wesleyan University,Bates College,Trinity College
52,4,Sat.,6,Trinity College,Bates College,Trinity College
53,4,Sat.,7,Connecticut College,Colby College,Trinity College
54,4,Sat.,8,Connecticut College,Bowdoin College,Trinity College
