,Week,Day (Str),Time Slot,Team 1,Team 2,Location
0,0,Fri.,0,Bowdoin College,Williams College,Bowdoin College
1,0,Fri.,1,Bates College,Middlebury College,Bowdoin College
2,0,Fri.,2,Colby College,Amherst College,Bowdoin College
3,0,Sat.,3,Colby College,Middlebury College,Bowdoin College
4,0,Sat.,4,Bowdoin College,Middlebury College,Bowdoin College
5,0,Sat.,5,Colby College,Williams College,Bowdoin College
6,0,Sat.,6,Bates College,Williams College,Bowdoin College
7,0,Sat.,7,Bates College,Amherst College,Bowdoin College
8,0,Sat.,8,Bowdoin College,Amherst College,Bowdoin College
9,0,Fri.,0,Connecticut College,Wesleyan University,Connecticut College
10,0,Sat.,1,Connecticut College,Trinity College,Connecticut College
11,0,Sat.,2,Wesleyan University,Trinity College,Connecticut College
12,0,Sat.,0,Hamilton College,Tufts University,Hamilton College
13,1,Fri.,0,Connecticut College,Bowdoin College,Trinity College
14,1,Fri.,1,Wesleyan University,Colby College,Trinity College
15,1,Fri.,2,Trinity College,Bates College,Trinity College
16,1,Sat.,3,Wesleyan University,Bowdoin College,Trinity College
17,1,Sat.,4,Connecticut College,Bates College,Trinity College
18,1,Sat.,5,Connecticut College,Colby College,Trinity College
19,1,Sat.,6,Trinity College,Colby College,Trinity College
20,1,Sat.,7,Trinity College,Bowdoin College,Trinity College
21,1,Sat.,8,Wesleyan University,Bates College,Trinity College
22,1,Fri.,0,Tufts University,Middlebury College,Tufts University
23,1,Sat.,1,Tufts University,Williams College,Tufts University
24,1,Sat.,2,Tufts University,Amherst College,Tufts University
25,2,Fri.,0,Bowdoin College,Bates College,Bates College
26,2,Sat.,1,Bates College,Colby College,Bates College
27,2,Sat.,2,Bowdoin College,Colby College,Bates College
28,2,Fri.,0,Williams College,Hamilton College,Middlebury College
29,2,Sat.,1,Amherst College,Hamilton College,Middlebury College
30,2,Sat.,2,Middlebury College,Hamilton College,Middlebury College
31,2,Fri.,0,Trinity College,Tufts University,Wesleyan University
32,2,Sat.,1,Connecticut College,Tufts University,Wesleyan University
33,2,Sat.,2,Wesleyan University,Tufts University,Wesleyan University
34,3,Fri.,0,Colby College,Tufts University,Colby College
35,3,Sat.,1,Bates College,Tufts University,Colby College
36,3,Sat.,2,Bowdoin College,Tufts University,Colby College
37,3,Fri.,0,Trinity College,Hamilton College,Wesleyan University
38,3,Sat.,1,Connecticut College,Hamilton College,Wesleyan University
39,3,Sat.,2,Wesleyan University,Hamilton College,Wesleyan University
40,3,Fri.,0,Williams College,Amherst College,Williams College
41,3,Sat.,1,Amherst College,Middlebury College,Williams College
42,3,Sat.,2,Williams College,Middlebury College,Williams College
43,4,Fri.,0,Williams College,Connecticut College,Amherst College
44,4,Fri.,1,Middlebury College,Wesleyan University,Amherst College
45,4,Fri.,2,Amherst College,Trinity College,Amherst College
46,4,Sat.,3,Middlebury College,Connecticut College,Amherst College
47,4,Sat.,4,Amherst College,Connecticut College,Amherst College
48,4,Sat.,5,Williams College,Wesleyan University,Amherst College
49,4,Sat.,6,Williams College,Trinity College,Amherst College
50,4,Sat.,7,Amherst College,Wesleyan University,Amherst College
51,4,Sat.,8,Middlebury College,Trinity College,Amherst College
52,4,Fri.,0,Bates College,Hamilton College,Colby College
53,4,Sat.,1,Bowdoin College,Hamilton College,Colby College
54,4,Sat.,2,Colby College,Hamilton College,Colby College
